Entrez_Gene_Id	TCGA-AB-2805-03A	TCGA-AB-2806-03A	TCGA-AB-2808-03A	TCGA-AB-2810-03A	TCGA-AB-2812-03A	TCGA-AB-2813-03A	TCGA-AB-2814-03A	TCGA-AB-2815-03A	TCGA-AB-2817-03A	TCGA-AB-2818-03A	TCGA-AB-2819-03A	TCGA-AB-2820-03A	TCGA-AB-2821-03A	TCGA-AB-2822-03A	TCGA-AB-2823-03A	TCGA-AB-2825-03A	TCGA-AB-2826-03A	TCGA-AB-2828-03A	TCGA-AB-2830-03A	TCGA-AB-2834-03A
100033431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033437	0.0	1.1062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5812	0.0	0.0	0.0	0.0
100033438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033441	0.0	3.3187	0.0	0.0	0.0	0.0	3.5259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033442	0.0	1.1062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033443	0.0	0.0	0.0	0.0	0.0	0.0	1.1753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033445	0.0	2.2125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033446	0.0	0.0	0.0	0.0	0.0	0.0	1.1753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033451	0.0	2.2398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033799	0.0	2.2125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033801	0.0	2.2125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033815	0.0	0.0	0.0	0.0	0.0	0.0	2.3506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100033822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100034743	3.3721	4.6911	1.2455	1.4855	3.7806	0.98	4.5118	1.7471	5.7189	2.6879	1.5219	4.8274	3.5211	5.1945	1.3794	1.9057	1.7281	1.5065	3.7752	1.8189
100036563	0.0	1.1062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100036564	0.0	1.1062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100036565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100036566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100036567	2.4417	0.0	0.0	0.0	0.0	0.0	2.2413	0.0	0.0	0.0	0.0	0.0	0.0	1.2061	0.0	1.5076	0.0	0.0	0.0	0.0
100036574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100036575	1.4482	2.1896	2.5247	1.9302	0.3031	2.0212	0.3323	0.8973	1.0205	0.7484	1.9848	0.4816	0.0	1.4306	1.0279	0.0	1.1523	1.041	0.0	2.0636
100037267	0.1169	0.6061	0.3058	0.1558	1.2727	0.373	0.5366	0.0966	0.4943	0.3625	0.0916	1.3996	0.0	0.5775	0.332	0.4331	0.7443	1.1206	0.7659	0.2221
100037280	9.2224	8.1721	8.8636	4.4125	5.94	8.2981	5.4265	5.8608	8.6647	10.51	3.5187	1.2581	3.8337	8.4098	6.714	5.2563	7.7145	6.7995	5.4217	4.7175
100037417	4.5794	5.2179	3.7025	3.4498	4.5567	1.9584	6.0311	3.8929	5.7054	4.1159	3.1186	5.8262	3.73	4.1305	3.329	4.5896	3.1157	4.0711	5.9416	4.7286
100038246	0.0	0.0	0.0484	0.0	0.0	0.0	0.051	0.0	0.0782	0.0	0.0	0.0	0.0	0.0	0.0525	0.0	0.0442	0.0532	0.0	0.0
10004	5.4987	5.8039	0.2261	17.354	2.8884	18.7411	8.7376	0.2571	8.0783	6.4341	5.3017	7.9694	2.8033	2.9722	18.1405	5.5731	1.8987	1.9888	11.7519	0.4682
100048903	0.3201	0.8297	1.1161	0.0	0.8041	0.5106	0.2938	1.3223	4.9623	0.6617	0.0	1.2773	3.1137	6.3244	0.0	1.9765	0.5094	0.0	0.3495	0.0
100048904	1.6405	4.7245	1.9067	1.4577	1.8315	0.4361	5.5215	0.9035	19.2666	2.2609	0.0	2.1821	8.2745	12.9651	0.0	2.0259	0.0	0.0	0.0	0.0
100048907	0.0	0.0	0.0	0.6616	0.0	0.3959	11.8475	0.0	1.0494	0.2566	0.0	0.0	0.5365	0.7356	0.0	0.0	0.0	0.0	0.813	0.0
100048908	0.7342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100048909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100048912	0.2571	1.2794	2.5099	0.0822	1.4465	0.1722	1.5008	1.3211	0.1739	3.6617	0.1893	0.0342	0.3279	0.5333	0.5547	2.0636	0.6546	0.7442	1.4034	0.2198
100048922	0.0	0.0	1.7945	0.0	0.0	0.0	0.0	0.8504	1.4507	0.0	0.0	1.3692	0.0	1.0169	0.0	0.0	0.0	0.0	0.0	0.0
100048923	2.8487	5.6255	2.1284	0.0	2.0445	0.3246	9.7122	1.3448	4.0146	2.5238	1.5936	5.4129	9.6765	8.4424	1.9257	1.5076	0.6476	0.0	1.7772	4.2526
100048924	1.8805	1.8954	0.8196	0.0	3.4115	0.4999	6.9045	0.2589	5.3003	3.2395	0.2455	5.0025	9.146	1.8577	1.7797	1.5481	0.9975	0.9012	2.7374	0.8932
118126072	0.0	1.0722	0.2164	2.9774	0.0	0.0	0.0	0.4101	4.5475	0.2566	0.0	0.9904	0.0	0.0	1.6444	0.0	0.395	0.0	1.084	0.0
100049587	114.474	12.7222	50.4203	12.3673	11.4851	145.0684	9.3968	85.6569	24.0216	0.0521	12.5197	24.2817	20.7663	6.4265	15.5113	112.0941	71.1033	118.5654	7.598	86.1368
100049716	10.5813	4.8937	9.8329	5.5256	5.8123	7.1125	11.4606	13.8195	7.7109	13.4033	1.68	7.0211	5.7052	8.572	6.3873	10.2391	6.4824	11.8976	12.3156	10.5558
100049717	0.1142	0.0	0.0996	0.0	0.0	0.0	0.0	0.0944	0.0	0.2362	0.0	0.0	0.0	0.0	0.1081	0.0	0.0	0.0	0.0	0.0
10005	12.5635	10.8753	8.5552	8.71	5.7141	13.3468	10.5583	10.7778	17.298	14.9548	9.1783	11.3545	14.2044	9.0285	13.7161	20.3983	8.2506	12.8507	18.8505	11.9123
10006	127.6697	102.9904	95.1233	51.7884	80.0125	82.7028	90.1831	83.5321	84.3322	111.1719	70.9985	86.017	75.0606	107.5567	92.9128	90.4945	53.5757	92.0442	87.97	79.2405
10007	41.451	45.8709	11.42	1.3785	5.7956	21.1929	22.4689	29.6437	22.2754	34.0998	44.6756	12.2757	25.2812	9.1695	14.3567	32.0618	20.5954	30.7314	12.016	29.6531
100073347	0.0515	0.0	0.0449	0.0	0.0	0.0	0.0	0.0	0.0	0.0532	0.0	0.137	0.0	0.0509	0.0	0.0	0.0	0.0	0.0562	0.0
10008	63.9178	19.7855	17.3685	7.3877	10.479	38.3195	29.5632	47.5034	21.2145	52.2557	17.0669	5.1997	28.9451	29.6551	40.7245	49.607	31.2442	55.5593	52.1712	44.0374
10009	73.1772	54.1567	55.6743	20.8867	34.0196	20.851	36.5329	35.9499	38.9622	46.8975	31.0616	22.7104	25.5664	44.3346	29.3259	36.776	25.1744	61.4254	37.6275	48.5664
100093624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100093625	1.0677	0.9225	1.8615	0.4744	0.0	0.0	0.3267	1.1761	0.0	0.3679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0143
100093626	0.0	0.3075	0.6205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100093630	15.4757	30.0493	17.8112	39.5588	15.5122	5.0941	16.9619	11.0394	34.0584	16.4721	22.5851	10.6304	19.3882	27.076	19.263	7.7111	14.7666	6.853	35.9607	10.2339
100093631	10.5895	10.456	7.9121	3.4897	4.9692	5.8004	7.851	10.5992	3.977	11.7874	4.9897	7.894	5.9428	11.3808	8.0122	6.6462	7.0139	8.3931	5.7172	6.6053
1001	0.0173	0.1792	0.0603	0.0461	0.1013	0.0276	0.2696	0.0286	0.1705	0.0536	0.0135	0.2069	0.1121	0.0683	0.0	0.064	0.0412	0.0497	0.0566	0.0328
10010	72.439	38.3401	37.6506	33.5942	45.7184	46.1248	25.5516	42.9353	42.8326	82.1005	26.5259	19.9255	45.6881	34.4436	50.8223	62.8781	44.3884	50.9291	34.783	51.8889
100101111	0.0	0.0	0.0	0.0	0.1794	0.0	0.0	0.0	0.0	0.0	0.1678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
246122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2288	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100101116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100101117	0.0	0.0	0.0	0.0	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100101118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100101119	0.0	0.1863	0.1879	0.0	0.0	0.0	0.0	0.0	0.0	0.2228	0.0	0.0	0.0	0.0	0.4081	0.0	0.0	0.0	0.0	0.0
100101120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100101121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100101246	14.0877	11.0231	16.4507	18.4222	14.0213	8.6915	8.5396	9.8818	20.603	13.7369	12.282	14.8492	19.8229	17.3305	14.8423	12.4732	10.152	15.286	8.7061	19.696
100101247	6.8417	2.2735	4.5875	4.9101	6.3896	3.5677	4.3477	2.8261	7.4169	7.0716	11.9528	5.6001	6.8258	3.1194	4.2337	6.499	4.397	4.2876	4.0221	6.7495
100101267	21.7483	27.7412	20.8722	35.5891	24.7164	18.0398	29.4078	22.8388	20.1192	21.7019	19.0611	29.0707	38.2262	29.0786	24.4013	28.8025	18.6916	24.3803	36.3334	23.7449
100101268	3.8179	14.6237	5.3249	4.0709	4.2624	2.0299	11.0977	3.1542	3.2284	3.2885	5.0831	6.9404	3.9889	9.5549	4.6974	2.6717	1.924	1.8297	3.3347	4.2315
100101405	0.1699	0.0	0.4443	0.2264	0.0	0.1355	0.0	0.1404	0.0	1.0536	0.0	0.0	0.1836	0.0	0.0	0.0	0.0	0.1628	0.0	0.0
100101407	3.3193	1.3584	1.2183	0.9314	2.0479	0.5573	2.245	1.5876	2.2158	3.2502	2.0523	1.6266	2.4546	0.8629	2.9761	3.0203	2.9191	2.1768	1.3351	2.8213
100101440	0.2358	0.679	0.548	1.1522	0.7238	0.0	0.9378	0.3246	0.3323	0.2437	0.4924	1.1498	0.5096	1.3974	0.4463	0.2911	0.0	0.3766	1.3728	0.0747
100101467	16.3501	28.7453	19.8734	5.7863	16.2197	4.3938	34.6768	14.4619	24.3481	25.2181	13.6797	25.1582	23.2144	29.2816	19.4146	10.3461	6.2523	9.1496	19.4446	9.6715
100101478	0.4234	0.0	0.0	0.8464	0.3545	0.6753	0.1943	0.0	0.5966	0.4376	0.0	0.0	0.4576	1.882	0.2003	0.0	0.1684	0.0	0.2311	0.0
100101490	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100101554	0.0	0.2381	0.0	0.0	0.2307	0.2198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2722	0.0	0.0	0.0	0.0	0.0	0.7854
100101917	1.3024	0.6059	1.3973	1.4688	2.936	1.2784	10.2077	1.407	8.3302	3.8314	0.4708	2.9317	8.1211	17.2208	0.0	1.732	0.4783	0.192	6.4534	2.4745
100101932	2.0289	1.7529	0.8843	2.0281	1.2741	0.0	1.3967	0.8381	1.4296	1.0485	0.7945	2.6986	0.5482	1.5032	0.48	0.6264	0.0	2.4308	1.1075	0.4818
100101935	0.0	0.0	0.416	0.0	0.0	0.7612	0.0	0.0	0.0	0.4933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100101938	0.047	13.9649	5.5294	0.0	0.0197	0.0187	12.7019	0.0194	0.0331	4.9052	12.6772	7.0624	0.2793	1.7175	0.0	2.5531	0.0374	0.0	0.0	0.1116
10011	46.4988	17.7094	24.7938	46.1104	35.1802	23.6214	18.9572	29.935	38.6475	39.3695	22.5423	20.397	31.4439	18.5695	23.2619	39.2479	36.3099	32.5369	22.6492	27.1971
100113373	17.9464	16.7259	23.6502	19.2109	10.1755	3.4937	6.2261	10.1566	14.1395	12.7071	20.6952	3.1953	7.6365	4.8859	2.6748	6.8056	19.3396	12.3252	9.5654	46.3137
100113379	10.2432	23.2308	29.019	22.1853	21.4419	13.2751	18.8049	29.6186	18.0448	15.8812	26.0721	18.734	15.2228	18.9733	31.5068	15.8116	14.2633	26.9991	9.7855	17.0292
100113380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100113381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100113382	0.0	0.0	2.317	1.7714	0.0	1.0599	0.0	4.3919	3.746	1.3737	0.0	15.9099	0.0	0.0	2.5156	1.6412	1.0575	1.2738	0.0	0.0
100113384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100113386	6.4418	5.4648	4.4465	11.4219	7.8832	6.6486	5.4315	6.0444	12.8578	7.6526	4.9081	11.6313	15.9097	9.1857	6.5381	7.1631	6.0071	7.0404	7.415	11.3532
100113389	8.546	10.5478	14.8988	1.6272	11.2445	6.8156	19.0509	15.1291	5.1616	3.7856	4.7807	8.1194	2.639	19.2969	8.0881	9.0457	13.5999	8.1911	5.3316	23.1959
100113391	2.7271	2.3561	0.0	1.8174	3.4251	3.2624	5.0065	2.253	1.9217	0.0	1.0679	7.2547	1.4737	2.694	2.581	0.0	0.0	2.6138	1.4887	6.4768
100113392	12.8325	31.2448	43.7269	35.762	71.3061	13.0255	17.1333	9.6378	19.729	15.6754	41.1136	10.8619	17.6522	27.6588	5.5204	5.7625	12.9955	11.1815	24.1997	23.2732
100113393	0.0	3.9873	2.0115	3.0756	0.9661	0.0	5.2953	1.9064	1.626	2.3851	0.9036	6.1386	6.2351	9.1183	2.1839	2.8496	0.0	0.0	2.5193	2.1921
100113397	4.1559	2.0912	3.5828	0.6087	0.6883	2.586	3.3117	3.2447	2.1883	3.5875	1.8599	3.4017	3.6033	4.7822	2.5933	3.2146	1.4535	3.5894	3.7396	1.7788
100113402	2.6248	3.4017	3.4321	8.7461	1.0989	3.1401	0.0	1.0843	0.0	2.713	0.0	0.0	7.0924	10.3721	0.0	0.0	5.2214	6.2896	1.4329	3.7403
100113403	0.0208	0.0	0.0363	0.0	0.0348	0.0	0.0382	0.0	0.0	0.043	0.0326	0.0277	0.0	0.0617	0.0	0.0257	0.0662	0.0	0.0454	0.0
100113404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100113407	111.0631	31.0259	45.7041	12.1193	14.7623	100.9888	14.3625	43.0822	31.737	87.3814	16.4436	3.7069	42.821	11.9458	23.9059	125.6015	73.1689	149.914	28.4416	34.7881
100113421	0.0	0.3107	0.6269	0.4792	0.6021	0.0	0.3301	0.5941	0.0	0.7433	0.0	0.4783	0.0	1.4208	0.0	0.444	0.2861	2.4124	0.0	0.0
100114903	0.1219	0.1054	0.3189	0.0	0.0	0.0973	0.4477	0.1007	0.3437	0.0	0.2865	0.0	0.3954	0.4819	0.0	0.1506	0.4851	0.0	0.1331	0.0
100118954	27.714	14.1592	16.3763	1.7759	10.2638	15.9394	23.4823	21.7951	27.603	15.5621	12.0002	24.4571	15.5529	19.7438	24.2114	26.4905	16.0088	21.1994	14.1106	21.2649
100124332	1.5196	0.0	0.1204	0.5524	0.1157	3.5257	0.1268	2.0544	2.1416	0.8568	0.0	0.3675	1.1945	0.0	0.2615	1.5354	3.8473	3.7075	0.1508	0.525
100124334	0.4113	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0818	0.1971	0.0	0.0
100124394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5521	0.0	0.0	0.0	0.0	0.0	0.0	0.4838	0.0	0.0	0.8554	0.0
100124401	0.0	0.0	0.0	0.0	0.0	0.0	0.0791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0685	0.0	0.0	0.0
100124412	0.0	0.0	0.0751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0685	0.0	0.094	0.0
100124516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100124534	0.0	0.682	1.3763	5.2608	0.0	0.0	0.0	0.0	1.1125	0.0	1.8548	3.1501	0.0	0.7799	0.0	1.9497	0.0	3.7832	0.0	0.0
100124535	8.7494	2.7488	2.08	5.3007	2.664	3.1718	3.6506	5.9141	3.3629	7.3992	2.4917	10.5798	4.2984	0.7858	5.2695	13.7513	10.7592	6.099	1.7368	15.1125
100124536	1.603	6.9245	11.1782	4.2729	10.7373	2.5568	5.1498	3.3107	3.3886	4.1421	3.1384	2.1321	5.1975	11.0847	5.3097	3.9589	3.1886	5.3773	5.2502	3.807
100124537	12.4437	10.7509	33.8968	63.2314	17.5823	9.9242	11.4222	7.7102	29.5934	18.4889	21.9273	22.7583	19.3334	24.5856	11.0409	8.6437	8.6637	11.1815	18.6805	18.4708
100124538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100124539	27.6727	14.7669	19.1557	3.2544	10.9038	12.9822	35.1134	16.1377	38.9991	19.3489	9.5613	24.8995	17.5936	19.2969	12.3247	21.1067	15.5428	27.3036	16.8835	15.4639
100124540	0.0	0.7032	0.0	0.0	0.6815	0.0	3.7355	0.6724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100124541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100124700	0.0404	0.0	0.0703	0.0	0.0676	0.0	0.037	0.0	0.0	0.0	0.0632	0.0	0.1308	0.0797	0.0	0.0	0.0321	0.0	0.0	0.0383
100125288	1.7276	0.709	0.9035	0.8059	0.6148	1.1367	0.9911	1.3202	2.7999	1.2499	0.6765	1.4936	0.8869	0.512	0.7766	0.9067	0.4468	1.6558	1.8861	1.4771
